""	"d"	"p"	"c"	"o"	"f"	"g"
"OTU_5000"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_5001"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5002"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5003"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"
"OTU_5004"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Aquicella"
"OTU_5005"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"
"OTU_5006"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"
"OTU_5007"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinobacteria [C]"	"Actinobacteria [C]"	"Actinobacteria [C]"
"OTU_5008"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5009"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Deltaproteobacteria [C]"	"Deltaproteobacteria [C]"	"Deltaproteobacteria [C]"
"OTU_5010"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_5011"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5012"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_5013"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5014"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridia [C]"	"Clostridia [C]"	"Clostridia [C]"
"OTU_5015"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacterales [O]"	"Rhodobacterales [O]"
"OTU_5016"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae 1"	"Desulfosporosinus"
"OTU_5017"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5018"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinobacteria [C]"	"Actinobacteria [C]"	"Actinobacteria [C]"
"OTU_5019"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5020"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp3"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"
"OTU_5021"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp3"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"
"OTU_5022"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp3"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"	"Acidobacteria Gp3 [C]"
"OTU_5023"	"Bacteria"	"Actinobacteria"	"Actinobacteria [P]"	"Actinobacteria [P]"	"Actinobacteria [P]"	"Actinobacteria [P]"
"OTU_5024"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5025"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5026"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_5027"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5028"	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes [P]"	"Gemmatimonadetes [P]"	"Gemmatimonadetes [P]"	"Gemmatimonadetes [P]"
"OTU_5029"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5030"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5031"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Deltaproteobacteria [C]"	"Deltaproteobacteria [C]"	"Deltaproteobacteria [C]"
"OTU_5032"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Myxococcales [O]"	"Myxococcales [O]"
"OTU_5033"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Myxococcales [O]"	"Myxococcales [O]"
"OTU_5034"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Gaiellales"	"Gaiellaceae"	"Gaiella"
"OTU_5035"	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes [P]"	"Gemmatimonadetes [P]"	"Gemmatimonadetes [P]"	"Gemmatimonadetes [P]"
"OTU_5036"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_5037"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5038"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5039"	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes [P]"	"Gemmatimonadetes [P]"	"Gemmatimonadetes [P]"	"Gemmatimonadetes [P]"
"OTU_5040"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_5041"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria [C]"	"Alphaproteobacteria [C]"	"Alphaproteobacteria [C]"
"OTU_5042"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"	"Gammaproteobacteria [C]"
"OTU_5043"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5044"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5045"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5046"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp6"	"Acidobacteria Gp6 [C]"	"Acidobacteria Gp6 [C]"	"Gp6"
"OTU_5047"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp13"	"Acidobacteria Gp13 [C]"	"Acidobacteria Gp13 [C]"	"Acidobacteria Gp13 [C]"
"OTU_5048"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp4"	"Acidobacteria Gp4 [C]"	"Acidobacteria Gp4 [C]"	"Acidobacteria Gp4 [C]"
"OTU_5049"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5050"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_5051"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp18"	"Acidobacteria Gp18 [C]"	"Acidobacteria Gp18 [C]"	"Gp18"
"OTU_5052"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5053"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5054"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Rhodocyclales"	"Rhodocyclaceae"	"Azoarcus"
"OTU_5055"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_5056"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiales [O]"	"Burkholderiales [O]"
"OTU_5057"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_5058"	"Bacteria"	"Proteobacteria"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"	"Proteobacteria [P]"
"OTU_5059"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5060"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp4"	"Acidobacteria Gp4 [C]"	"Acidobacteria Gp4 [C]"	"Acidobacteria Gp4 [C]"
"OTU_5061"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp4"	"Acidobacteria Gp4 [C]"	"Acidobacteria Gp4 [C]"	"Gp4"
"OTU_5062"	"Bacteria"	"Acidobacteria"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"	"Acidobacteria [P]"
"OTU_5063"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp17"	"Acidobacteria Gp17 [C]"	"Acidobacteria Gp17 [C]"	"Acidobacteria Gp17 [C]"
"OTU_5064"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5065"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5066"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5067"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5068"	"Bacteria"	"Armatimonadetes"	"Armatimonadetes [P]"	"Armatimonadetes [P]"	"Armatimonadetes [P]"	"Armatimonadetes [P]"
"OTU_5069"	"Bacteria"	"Armatimonadetes"	"Armatimonadetes [P]"	"Armatimonadetes [P]"	"Armatimonadetes [P]"	"Armatimonadetes [P]"
"OTU_5070"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5071"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"Opitutales"	"Opitutaceae"	"Opitutaceae [F]"
"OTU_5072"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"Opitutae [C]"	"Opitutae [C]"	"Opitutae [C]"
"OTU_5073"	"Bacteria"	"Parcubacteria"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria [P]"
"OTU_5074"	"Bacteria"	"(cd) WPS-2"	"(cd) WPS-2 [P]"	"(cd) WPS-2 [P]"	"(cd) WPS-2 [P]"	"(cd) WPS-2 [P]"
"OTU_5075"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5076"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5077"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5078"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5079"	"Bacteria"	"Parcubacteria"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria [P]"
"OTU_5080"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5081"	"Bacteria"	"Parcubacteria"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria [P]"
"OTU_5082"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5083"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5084"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5085"	"Bacteria"	"Chlamydiae"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"
"OTU_5086"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiia [C]"	"Chlamydiia [C]"	"Chlamydiia [C]"
"OTU_5087"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiia [C]"	"Chlamydiia [C]"	"Chlamydiia [C]"
"OTU_5088"	"Bacteria"	"Chlamydiae"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"
"OTU_5089"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiia [C]"	"Chlamydiia [C]"	"Chlamydiia [C]"
"OTU_5090"	"Bacteria"	"Chlamydiae"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"
"OTU_5091"	"Bacteria"	"Chlamydiae"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"
"OTU_5092"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiia [C]"	"Chlamydiia [C]"	"Chlamydiia [C]"
"OTU_5093"	"Bacteria"	"Chlamydiae"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"
"OTU_5094"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiia [C]"	"Chlamydiia [C]"	"Chlamydiia [C]"
"OTU_5095"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiales"	"Chlamydiales [O]"	"Chlamydiales [O]"
"OTU_5096"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5097"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5098"	"Bacteria"	"Parcubacteria"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria genera (is)"
"OTU_5099"	"Bacteria"	"Planctomycetes"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"
"OTU_5100"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5101"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5102"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5103"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5104"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5105"	"Bacteria"	"Parcubacteria"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria [P]"	"Parcubacteria [P]"
"OTU_5106"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5107"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5108"	"Bacteria"	"Planctomycetes"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"
"OTU_5109"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetia [C]"	"Planctomycetia [C]"	"Planctomycetia [C]"
"OTU_5110"	"Bacteria"	"Planctomycetes"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"
"OTU_5111"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5112"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5113"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5114"	"Bacteria"	"Planctomycetes"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"
"OTU_5115"	"Bacteria"	"Planctomycetes"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"
"OTU_5116"	"Bacteria"	"Planctomycetes"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"
"OTU_5117"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5118"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5119"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5120"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetia [C]"	"Planctomycetia [C]"	"Planctomycetia [C]"
"OTU_5121"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5122"	"Bacteria"	"Planctomycetes"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Planctomycetaceae [F]"
"OTU_5123"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5124"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiales"	"Chlamydiales [O]"	"Chlamydiales [O]"
"OTU_5125"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiia [C]"	"Chlamydiia [C]"	"Chlamydiia [C]"
"OTU_5126"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiia [C]"	"Chlamydiia [C]"	"Chlamydiia [C]"
"OTU_5127"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5128"	"Bacteria"	"Chlamydiae"	"Chlamydiia"	"Chlamydiia [C]"	"Chlamydiia [C]"	"Chlamydiia [C]"
"OTU_5129"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5130"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5131"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5132"	"Bacteria"	"Verrucomicrobia"	"Subdivision3"	"Subdivision3 [C]"	"Subdivision3 [C]"	"Subdivision3 [C]"
"OTU_5133"	"Bacteria"	"Latescibacteria"	"Latescibacteria [P]"	"Latescibacteria [P]"	"Latescibacteria [P]"	"Latescibacteria [P]"
"OTU_5134"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5135"	"Bacteria"	"Chlamydiae"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"
"OTU_5136"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5137"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5138"	"Bacteria"	"Planctomycetes"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"
"OTU_5139"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5140"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5141"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5142"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5143"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5144"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5145"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5146"	"Bacteria"	"Chlamydiae"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"
"OTU_5147"	"Bacteria"	"Chlamydiae"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"	"Chlamydiae [P]"
"OTU_5148"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5149"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5150"	"Bacteria"	"BRC1"	"BRC1 [P]"	"BRC1 [P]"	"BRC1 [P]"	"BRC1 genera (is)"
"OTU_5151"	"Bacteria"	"Chloroflexi"	"Caldilineae"	"Caldilineae [C]"	"Caldilineae [C]"	"Caldilineae [C]"
"OTU_5152"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5153"	"Bacteria"	"Gemmatimonadetes"	"Gemmatimonadetes [P]"	"Gemmatimonadetes [P]"	"Gemmatimonadetes [P]"	"Gemmatimonadetes [P]"
"OTU_5154"	"Bacteria"	"Chloroflexi"	"Chloroflexi [P]"	"Chloroflexi [P]"	"Chloroflexi [P]"	"Chloroflexi [P]"
"OTU_5155"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"
"OTU_5156"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"
"OTU_5157"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"
"OTU_5158"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"	"Verrucomicrobia [P]"
"OTU_5159"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5160"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Deltaproteobacteria [C]"	"Deltaproteobacteria [C]"	"Deltaproteobacteria [C]"
"OTU_5161"	"Bacteria"	"Planctomycetes"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"
"OTU_5162"	"Bacteria"	"Planctomycetes"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"
"OTU_5163"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5164"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5165"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5166"	"Bacteria"	"Planctomycetes"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"	"Planctomycetes [P]"
"OTU_5167"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Betaproteobacteria [C]"	"Betaproteobacteria [C]"	"Betaproteobacteria [C]"
"OTU_5168"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5169"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5170"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Chitinophagaceae [F]"
"OTU_5171"	"Bacteria"	"Bacteroidetes"	"Sphingobacteriia"	"Sphingobacteriales"	"Chitinophagaceae"	"Chitinophaga"
"OTU_5172"	"Bacteria"	"Acidobacteria"	"Acidobacteria Gp6"	"Acidobacteria Gp6 [C]"	"Acidobacteria Gp6 [C]"	"Gp6"
"OTU_5173"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5174"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5175"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5176"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5177"	"Bacteria"	"Latescibacteria"	"Latescibacteria [P]"	"Latescibacteria [P]"	"Latescibacteria [P]"	"Latescibacteria [P]"
"OTU_5178"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5179"	"Bacteria"	"BRC1"	"BRC1 [P]"	"BRC1 [P]"	"BRC1 [P]"	"BRC1 genera (is)"
"OTU_5180"	"Bacteria"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"	"Bacteria [D]"
"OTU_5181"	"Bacteria"	"Chlorobi"	"Chlorobia"	"Chlorobia [C]"	"Chlorobia [C]"	"Chlorobia [C]"
